# class	method	descriptor	kind	registered_by	bucket
jdk/internal/net/http/Http1HeaderParser	statusCode	()I	bridge	native-builtins/src/http_client.rs:1737	method-nowhere
jdk/internal/net/http/Http2ClientImpl	openConnections	()I	bridge	native-builtins/src/http_client.rs:1671	method-nowhere
jdk/internal/net/http/Http2ClientImpl	sendHttp2	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljdk/internal/net/http/HttpResponseImpl;	bridge	native-builtins/src/http_client.rs:1657	method-nowhere
jdk/internal/net/http/HttpClientImpl	send	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljdk/internal/net/http/HttpResponseImpl;	bridge	native-builtins/src/http_client.rs:1752	method-nowhere
jdk/internal/net/http/HttpClientImpl	sendAsync	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljava/util/concurrent/CompletableFuture;	bridge	native-builtins/src/http_client.rs:1764	method-nowhere
jdk/internal/perf/Perf	attach	(Ljava/lang/String;I)Ljava/nio/ByteBuffer;	bridge	native-builtins/src/lib.rs:14701	method-nowhere
jdk/internal/ref/Cleaner	cleanerExpired0	(I)V	bridge	native-io/src/direct_buffer.rs:1845	method-nowhere
jdk/internal/ref/Cleaner	create0	(Ljava/lang/Object;JJ)I	bridge	native-io/src/direct_buffer.rs:1830	method-nowhere
jdk/internal/reflect/Reflection	getCallerClass	(I)Ljava/lang/Class;	bridge	native-builtins/src/deprecated_internal.rs:970	method-nowhere
jdk/internal/reflect/Reflection	getCallerClass	(I)Ljava/lang/Class;	bridge	native-builtins/src/deprecated_internal.rs:970	method-nowhere
jdk/internal/reflect/Reflection	registerFieldsToFilter	(Ljava/lang/Class;[Ljava/lang/String;)V	intrinsic	native-builtins/src/lib.rs:30811	method-nowhere
jdk/internal/reflect/Reflection	registerMethodsToFilter	(Ljava/lang/Class;[Ljava/lang/String;)V	intrinsic	native-builtins/src/lib.rs:30824	method-nowhere
jdk/internal/reflect/ReflectionFactory	getConstantPool	(Ljava/lang/Class;)Ljdk/internal/reflect/ConstantPool;	bridge	native-builtins/src/lib.rs:15357	method-nowhere
jdk/internal/util/Preconditions	checkFromIndexSize	(III)I	bridge	native-builtins/src/preconditions.rs:431	method-nowhere
jdk/internal/util/Preconditions	checkFromToIndex	(III)I	bridge	native-builtins/src/preconditions.rs:430	method-nowhere
jdk/internal/util/Preconditions	checkIndex	(II)I	bridge	native-builtins/src/preconditions.rs:429	method-nowhere
jdk/internal/vm/Continuation	isPinned	(Ljdk/internal/vm/ContinuationScope;)I	bridge	native-builtins/src/phases_late/concurrent.rs:7746	method-nowhere
sun/instrument/InstrumentationImpl	<init>	(JLjava/lang/String;ZZ)V	bridge	vm/src/runtime/instrument.rs:2514	method-nowhere
sun/instrument/InstrumentationImpl	addTransformer0	(Ljava/lang/instrument/ClassFileTransformer;)V	bridge	vm/src/runtime/instrument.rs:2100	method-nowhere
sun/instrument/InstrumentationImpl	addTransformer0	(Ljava/lang/instrument/ClassFileTransformer;Z)V	bridge	vm/src/runtime/instrument.rs:2092	method-nowhere
sun/instrument/InstrumentationImpl	appendToBootstrapClassLoaderSearch0	(JLjava/lang/String;)V	bridge	vm/src/runtime/instrument.rs:2269	method-nowhere
sun/instrument/InstrumentationImpl	appendToBootstrapClassLoaderSearch0	(Ljava/lang/String;)V	bridge	vm/src/runtime/instrument.rs:2263	method-nowhere
sun/instrument/InstrumentationImpl	appendToSystemClassLoaderSearch0	(JLjava/lang/String;)V	bridge	vm/src/runtime/instrument.rs:2296	method-nowhere
sun/instrument/InstrumentationImpl	appendToSystemClassLoaderSearch0	(Ljava/lang/String;)V	bridge	vm/src/runtime/instrument.rs:2279	method-nowhere
sun/instrument/InstrumentationImpl	getAllLoadedClasses0	()[Ljava/lang/Class;	bridge	vm/src/runtime/instrument.rs:2195	method-nowhere
sun/instrument/InstrumentationImpl	getInitiatedClasses0	(Ljava/lang/ClassLoader;)[Ljava/lang/Class;	bridge	vm/src/runtime/instrument.rs:2212	method-nowhere
sun/instrument/InstrumentationImpl	getObjectSize0	(Ljava/lang/Object;)J	bridge	vm/src/runtime/instrument.rs:2246	method-nowhere
sun/instrument/InstrumentationImpl	isModifiableClass0	(Ljava/lang/Class;)Z	bridge	vm/src/runtime/instrument.rs:2229	method-nowhere
sun/instrument/InstrumentationImpl	isNativeMethodPrefixSupported0	()Z	bridge	vm/src/runtime/instrument.rs:2433	method-nowhere
sun/instrument/InstrumentationImpl	isNativeMethodPrefixSupported0	(J)Z	bridge	vm/src/runtime/instrument.rs:2427	method-nowhere
sun/instrument/InstrumentationImpl	isRedefineClassesSupported0	()Z	bridge	vm/src/runtime/instrument.rs:2421	method-nowhere
sun/instrument/InstrumentationImpl	isRedefineClassesSupported0	(J)Z	bridge	vm/src/runtime/instrument.rs:2415	method-nowhere
sun/instrument/InstrumentationImpl	isRetransformClassesSupported0	()Z	bridge	vm/src/runtime/instrument.rs:2409	method-nowhere
sun/instrument/InstrumentationImpl	redefineClasses0	([Ljava/lang/instrument/ClassDefinition;)V	bridge	vm/src/runtime/instrument.rs:2172	method-nowhere
sun/instrument/InstrumentationImpl	retransformClasses0	([Ljava/lang/Class;)V	bridge	vm/src/runtime/instrument.rs:2189	method-nowhere
sun/instrument/InstrumentationImpl	setHasRetransformableTransformers	(Z)V	bridge	vm/src/runtime/instrument.rs:2393	method-nowhere
sun/instrument/InstrumentationImpl	setNativeMethodPrefix0	(Ljava/lang/instrument/ClassFileTransformer;Ljava/lang/String;)V	bridge	vm/src/runtime/instrument.rs:2306	method-nowhere
sun/management/GarbageCollectorImpl	<init>	(Ljava/lang/String;Lsun/management/VMManagement;)V	bridge	native-builtins/src/jmx.rs:2701	method-nowhere
sun/management/GarbageCollectorImpl	gc	()V	bridge	native-builtins/src/jmx.rs:2745	method-nowhere
sun/management/ThreadImpl	findDeadlockedThreads0	()[J	bridge	native-builtins/src/jmx.rs:2558	method-nowhere
sun/management/ThreadImpl	findMonitorDeadlockedThreads0	()[J	bridge	native-builtins/src/jmx.rs:2552	method-nowhere
sun/management/VMManagementImpl	isThreadCpuTimeSupported	()Z	bridge	native-builtins/src/jmx.rs:1598	method-nowhere
sun/management/VMManagementImpl	isThreadCpuTimeSupported	()Z	bridge	native-builtins/src/jmx.rs:1598	method-nowhere
sun/management/VMManagementImpl	resetPeakThreadCount	()V	bridge	native-builtins/src/jmx.rs:1778	method-nowhere
sun/management/VMManagementImpl	resetPeakThreadCount	()V	bridge	native-builtins/src/jmx.rs:1778	method-nowhere
sun/misc/Signal	number	(Ljava/lang/String;)I	bridge	native-builtins/src/deprecated_internal.rs:1599	method-nowhere
sun/misc/Signal	number	(Ljava/lang/String;)I	bridge	native-builtins/src/deprecated_internal.rs:1599	method-nowhere
sun/misc/Unsafe	acquireFence	()V	bridge	native-builtins/src/unsafe_natives.rs:2014	method-nowhere
sun/misc/Unsafe	allocateMemory0	(J)J	bridge	native-io/src/direct_buffer.rs:1933	method-nowhere
sun/misc/Unsafe	compareAndExchangeObject	(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	bridge	native-builtins/src/unsafe_natives.rs:2122	method-nowhere
sun/misc/Unsafe	defineAnonymousClass	(Ljava/lang/Class;[B[Ljava/lang/Object;)Ljava/lang/Class;	bridge	native-builtins/src/unsafe_natives_ext.rs:1525	method-nowhere
sun/misc/Unsafe	defineClass	(Ljava/lang/String;[BIILjava/lang/ClassLoader;Ljava/security/ProtectionDomain;)Ljava/lang/Class;	bridge	native-builtins/src/unsafe_natives_ext.rs:1479	method-nowhere
sun/misc/Unsafe	defineClass	(Ljava/lang/String;[BIILjava/lang/ClassLoader;Ljava/security/ProtectionDomain;)Ljava/lang/Class;	bridge	native-builtins/src/deprecated_internal.rs:473	method-nowhere
sun/misc/Unsafe	defineClass	(Ljava/lang/String;[BIILjava/lang/ClassLoader;Ljava/security/ProtectionDomain;)Ljava/lang/Class;	bridge	native-builtins/src/unsafe_natives.rs:1962	method-nowhere
sun/misc/Unsafe	defineClass	(Ljava/lang/String;[BIILjava/lang/ClassLoader;Ljava/security/ProtectionDomain;)Ljava/lang/Class;	bridge	native-builtins/src/deprecated_internal.rs:473	method-nowhere
sun/misc/Unsafe	freeMemory0	(J)V	bridge	native-io/src/direct_buffer.rs:1934	method-nowhere
sun/misc/Unsafe	monitorEnter	(Ljava/lang/Object;)V	bridge	native-builtins/src/unsafe_natives_ext.rs:1283	method-nowhere
sun/misc/Unsafe	monitorExit	(Ljava/lang/Object;)V	bridge	native-builtins/src/unsafe_natives_ext.rs:1289	method-nowhere
sun/misc/Unsafe	registerNatives	()V	bridge	native-builtins/src/unsafe_natives_ext.rs:430	method-nowhere
sun/misc/Unsafe	releaseFence	()V	bridge	native-builtins/src/unsafe_natives.rs:2015	method-nowhere
sun/misc/Unsafe	weakCompareAndExchangeObject	(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	bridge	native-builtins/src/unsafe_natives.rs:2122	method-nowhere
sun/misc/Unsafe	weakCompareAndSetObject	(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z	bridge	native-builtins/src/unsafe_natives.rs:1782	method-nowhere
sun/net/spi/DefaultProxySelector	init	()V	bridge	native-builtins/src/proxy_selector.rs:738	method-nowhere
sun/nio/ch/EPoll	epollCreate	()I	bridge	native-io/src/nio_selector.rs:3867	method-nowhere
sun/nio/ch/EPoll	epollCtl	(IIII)I	bridge	native-io/src/nio_selector.rs:3880	method-nowhere
sun/nio/ch/EPoll	epollWait	(IJII)I	bridge	native-io/src/nio_selector.rs:3888	method-nowhere
sun/nio/ch/EPollPort	close	()V	bridge	native-io/src/async_socket.rs:3297	method-nowhere
sun/nio/ch/EPollPort	drain	()V	bridge	native-io/src/async_socket.rs:3300	method-nowhere
sun/nio/ch/EPollPort	open	()Lsun/nio/ch/EPollPort;	bridge	native-io/src/async_socket.rs:3296	method-nowhere
sun/nio/ch/EPollPort	poll	()V	bridge	native-io/src/async_socket.rs:3301	method-nowhere
sun/nio/ch/FileChannelImpl	allocationGranularity0	()J	bridge	native-io/src/nio_native.rs:1275	method-nowhere
sun/nio/ch/FileChannelImpl	initIDs	()J	bridge	native-io/src/nio_native.rs:1285	method-nowhere
sun/nio/ch/FileChannelImpl	map0	(IJJ)J	bridge	native-io/src/file_channel.rs:1087	method-nowhere
sun/nio/ch/FileChannelImpl	map0	(IJJZ)J	bridge	native-io/src/file_channel.rs:1086	method-nowhere
sun/nio/ch/FileChannelImpl	maxDirectTransferSize0	()I	bridge	native-io/src/file_channel.rs:1095	method-nowhere
sun/nio/ch/FileChannelImpl	open	(Ljava/io/FileDescriptor;Ljava/lang/String;ZZZLjava/lang/Object;)Ljava/nio/channels/FileChannel;	bridge	native-io/src/file_channel.rs:1065	method-nowhere
sun/nio/ch/FileChannelImpl	position0	(Ljava/io/FileDescriptor;J)J	bridge	native-io/src/nio_native.rs:1269	method-nowhere
sun/nio/ch/FileChannelImpl	transferFrom0	(IIJJ)J	bridge	native-io/src/file_channel.rs:1094	method-nowhere
sun/nio/ch/FileChannelImpl	transferFrom0	(IIJJZ)J	bridge	native-io/src/file_channel.rs:1093	method-nowhere
sun/nio/ch/FileChannelImpl	transferTo0	(IJJI)J	bridge	native-io/src/file_channel.rs:1090	method-nowhere
sun/nio/ch/FileChannelImpl	transferTo0	(IJJIZ)J	bridge	native-io/src/file_channel.rs:1089	method-nowhere
sun/nio/ch/FileChannelImpl	unmap0	(JJ)I	bridge	native-io/src/file_channel.rs:1088	method-nowhere
sun/nio/ch/FileDispatcherImpl	map0	(Ljava/io/FileDescriptor;IJJ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/FileDispatcherImpl	preClose0	(Ljava/io/FileDescriptor;)V	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/FileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/FileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/Net	close	(Ljava/io/FileDescriptor;)V	bridge	native-io/src/net.rs:3923	method-nowhere
sun/nio/ch/Net	read0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3927	method-nowhere
sun/nio/ch/Net	socket0	(ZZZ)I	bridge	native-io/src/net.rs:3887	method-nowhere
sun/nio/ch/Net	write0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3928	method-nowhere
sun/nio/ch/NioSocketImpl	init	()V	bridge	native-builtins/src/plain_socket.rs:998	method-nowhere
sun/nio/ch/NioSocketImpl	initProto	()V	bridge	native-builtins/src/plain_socket.rs:997	method-nowhere
sun/nio/ch/NioSocketImpl	socketAccept	(Ljava/net/SocketImpl;)V	bridge	native-builtins/src/plain_socket.rs:923	method-nowhere
sun/nio/ch/NioSocketImpl	socketAvailable	()I	bridge	native-builtins/src/plain_socket.rs:990	method-nowhere
sun/nio/ch/NioSocketImpl	socketBind	(Ljava/net/InetAddress;I)V	bridge	native-builtins/src/plain_socket.rs:919	method-nowhere
sun/nio/ch/NioSocketImpl	socketClose0	()V	bridge	native-builtins/src/plain_socket.rs:931	method-nowhere
sun/nio/ch/NioSocketImpl	socketClose0	(Z)V	bridge	native-builtins/src/plain_socket.rs:930	method-nowhere
sun/nio/ch/NioSocketImpl	socketConnect	(Ljava/net/InetAddress;II)V	bridge	native-builtins/src/plain_socket.rs:912	method-nowhere
sun/nio/ch/NioSocketImpl	socketCreate	(Z)V	bridge	native-builtins/src/plain_socket.rs:907	method-nowhere
sun/nio/ch/NioSocketImpl	socketCreate	(ZZ)V	bridge	native-builtins/src/plain_socket.rs:910	method-nowhere
sun/nio/ch/NioSocketImpl	socketGetOption	(I)I	bridge	native-builtins/src/plain_socket.rs:969	method-nowhere
sun/nio/ch/NioSocketImpl	socketGetOption	(ILjava/lang/Object;)I	bridge	native-builtins/src/plain_socket.rs:970	method-nowhere
sun/nio/ch/NioSocketImpl	socketListen	(I)V	bridge	native-builtins/src/plain_socket.rs:921	method-nowhere
sun/nio/ch/NioSocketImpl	socketSendUrgentData	(I)V	bridge	native-builtins/src/plain_socket.rs:992	method-nowhere
sun/nio/ch/NioSocketImpl	socketSetOption	(ILjava/lang/Object;)V	bridge	native-builtins/src/plain_socket.rs:962	method-nowhere
sun/nio/ch/NioSocketImpl	socketSetOption	(IZLjava/lang/Object;)V	bridge	native-builtins/src/plain_socket.rs:935	method-nowhere
sun/nio/ch/NioSocketImpl	socketShutdown	(I)V	bridge	native-builtins/src/plain_socket.rs:933	method-nowhere
sun/nio/ch/SelectionKeyImpl	cancel0	()V	bridge	native-io/src/nio_selector.rs:3729	method-nowhere
sun/nio/ch/SelectionKeyImpl	interestOps0	(I)V	bridge	native-io/src/nio_selector.rs:3728	method-nowhere
sun/nio/ch/SelectorImpl	close0	()V	bridge	native-io/src/nio_selector.rs:3667	method-nowhere
sun/nio/ch/SelectorImpl	open0	()Lsun/nio/ch/SelectorImpl;	bridge	native-io/src/nio_selector.rs:3636	method-nowhere
sun/nio/ch/SelectorImpl	select0	(J)I	bridge	native-io/src/nio_selector.rs:3669	method-nowhere
sun/nio/ch/SelectorImpl	selectNow0	()I	bridge	native-io/src/nio_selector.rs:3670	method-nowhere
sun/nio/ch/SelectorImpl	wakeup0	()V	bridge	native-io/src/nio_selector.rs:3668	method-nowhere
sun/nio/ch/ServerSocketChannelImpl	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	bridge	native-io/src/socket_channel.rs:4763	method-nowhere
sun/nio/ch/ServerSocketChannelImpl	read0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3967	method-nowhere
sun/nio/ch/ServerSocketChannelImpl	write0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3968	method-nowhere
sun/nio/ch/SinkChannelImpl	write	([BII)I	bridge	native-io/src/pipe.rs:828	method-nowhere
sun/nio/ch/SocketChannelImpl	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	bridge	native-io/src/socket_channel.rs:4609	method-nowhere
sun/nio/ch/SocketChannelImpl	read0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3967	method-nowhere
sun/nio/ch/SocketChannelImpl	write0	(Ljava/io/FileDescriptor;JI)I	bridge	native-io/src/net.rs:3968	method-nowhere
sun/nio/ch/SourceChannelImpl	read	([BII)I	bridge	native-io/src/pipe.rs:803	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	close0	(Ljava/io/FileDescriptor;)V	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	duplicateHandle	(J)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	init0	()V	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	map0	(Ljava/io/FileDescriptor;IJJ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	maxDirectTransferSize0	()I	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	preClose0	(Ljava/io/FileDescriptor;)V	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	setDirect0	(Ljava/io/FileDescriptor;Ljava/nio/CharBuffer;)I	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJZ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;Z)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	write0	(Ljava/io/FileDescriptor;JIZ)I	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/ch/UnixFileDispatcherImpl	writev0	(Ljava/io/FileDescriptor;JIZ)J	bridge	native-io/src/nio_native.rs:1137	method-nowhere
sun/nio/fs/AbstractWatchService	cancel0	(I)V	bridge	native-io/src/watch.rs:770	method-nowhere
sun/nio/fs/AbstractWatchService	close0	()V	bridge	native-io/src/watch.rs:771	method-nowhere
sun/nio/fs/AbstractWatchService	init0	()V	bridge	native-io/src/watch.rs:761	method-nowhere
sun/nio/fs/AbstractWatchService	poll0	(J)I	bridge	native-io/src/watch.rs:769	method-nowhere
sun/nio/fs/AbstractWatchService	pollEventKinds0	(I)[I	bridge	native-io/src/watch.rs:773	method-nowhere
sun/nio/fs/AbstractWatchService	pollEventNames0	(I)[Ljava/lang/String;	bridge	native-io/src/watch.rs:774	method-nowhere
sun/nio/fs/AbstractWatchService	register0	(Ljava/lang/String;I)I	bridge	native-io/src/watch.rs:762	method-nowhere
sun/nio/fs/AbstractWatchService	reset0	(I)Z	bridge	native-io/src/watch.rs:772	method-nowhere
sun/nio/fs/AbstractWatchService	take0	()I	bridge	native-io/src/watch.rs:768	method-nowhere
sun/security/jca/GetInstance	<clinit>	()V	bridge	native-builtins/src/jca/key_factory.rs:2982	method-nowhere
sun/security/ssl/SSLEngineImpl	setApplicationProtocols	([Ljava/lang/String;)V	bridge	native-builtins/src/t27_tls.rs:9683	method-nowhere
sun/security/validator/PKIXValidator	engineValidate	([Ljava/security/cert/Certificate;)[Ljava/security/cert/Certificate;	bridge	native-builtins/src/x509_manager.rs:3140	method-nowhere
sun/security/validator/PKIXValidator	engineValidate	([Ljava/security/cert/Certificate;Ljava/util/Collection;Ljava/security/AlgorithmConstraints;Ljava/lang/Object;)[Ljava/security/cert/Certificate;	bridge	native-builtins/src/x509_manager.rs:3146	method-nowhere
