0.7845	org.springframework.web.socket.adapter.jetty.JettyWebSocketSessionTests	1471	1875
0.8026	org.springframework.test.context.transaction.ejb.RollbackForRequiredEjbTxDaoTests	4163	5187
0.8125	org.springframework.web.socket.sockjs.client.ClientSockJsSessionTests	520	640
0.8226	org.springframework.test.context.testng.transaction.ejb.RollbackForRequiresNewEjbTxDaoTestNGTests	8493	10325
0.8284	org.springframework.web.bind.annotation.ComponentScannedControllerAdviceTests	309	373
0.8333	org.springframework.core.test.tools.SourceFileAssertTests	105	126
0.8349	org.springframework.web.socket.handler.ConcurrentWebSocketSessionDecoratorTests	273	327
0.8457	org.springframework.jms.listener.MessageListenerContainerObservationTests	4291	5074
0.8520	org.springframework.web.reactive.config.WebFluxViewResolutionIntegrationTests	4168	4892
0.8616	org.springframework.http.server.reactive.ServerHttpsRequestIntegrationTests	4108	4768
0.8980	org.springframework.jms.support.JmsMessageHeaderAccessorTests	44	49
0.8991	org.springframework.jms.listener.adapter.JmsResponseTests	285	317
0.9215	org.springframework.jms.config.JmsListenerEndpointTests	810	879
0.9275	org.springframework.web.socket.messaging.WebSocketAnnotationMethodMessageHandlerTests	256	276
0.9467	org.springframework.context.generator.ApplicationContextAotGeneratorRuntimeHintsTests	71	75
0.9627	org.springframework.test.context.testng.transaction.ejb.CommitForRequiresNewEjbTxDaoTestNGTests	7816	8119
0.9721	org.springframework.orm.jpa.EntityManagerFactoryUtilsTests	2129	2190
0.9794	org.springframework.context.expression.ApplicationContextExpressionTests	905	924
0.9826	org.springframework.jdbc.config.InitializeDatabaseIntegrationTests	6206	6316
0.9851	org.springframework.test.web.servlet.samples.standalone.ViewResolutionTests	1059	1075
0.9943	org.springframework.orm.jpa.eclipselink.EclipseLinkEntityManagerFactoryScanIntegrationTests	5097	5126
0.9970	org.springframework.web.reactive.config.WebFluxConfigurationSupportTests	8681	8707
1.0197	org.springframework.orm.jpa.eclipselink.EclipseLinkEntityManagerFactoryIntegrationTests	3514	3446
1.0320	org.springframework.orm.jpa.ContainerManagedEntityManagerIntegrationTests	3708	3593
1.0482	org.springframework.cache.jcache.config.JCacheCustomInterceptorTests	2697	2573
1.0559	org.springframework.core.SortedPropertiesTests	378	358
1.0779	org.springframework.web.socket.client.standard.StandardWebSocketClientTests	692	642
1.0935	org.springframework.validation.beanvalidation.BeanValidationBeanRegistrationAotProcessorTests	1240	1134
1.1019	org.springframework.jms.listener.SimpleMessageListenerContainerTests	1925	1747
1.1111	org.springframework.web.socket.messaging.StompSubProtocolErrorHandlerTests	50	45
